scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
AtharvaVeda,20,1,NULL,Sukta - 1,Sukta,,Mantra,0
AtharvaVeda,20,2,NULL,Sukta - 2,Sukta,,Mantra,0
AtharvaVeda,20,3,NULL,Sukta - 3,Sukta,,Mantra,0
AtharvaVeda,20,4,NULL,Sukta - 4,Sukta,,Mantra,0
AtharvaVeda,20,5,NULL,Sukta - 5,Sukta,,Mantra,0
AtharvaVeda,20,6,NULL,Sukta - 6,Sukta,,Mantra,0
AtharvaVeda,20,7,NULL,Sukta - 7,Sukta,,Mantra,0
AtharvaVeda,20,8,NULL,Sukta - 8,Sukta,,Mantra,0
AtharvaVeda,20,9,NULL,Sukta - 9,Sukta,,Mantra,0
AtharvaVeda,20,10,NULL,Sukta - 10,Sukta,,Mantra,0
AtharvaVeda,20,11,NULL,Sukta - 11,Sukta,,Mantra,0
AtharvaVeda,20,12,NULL,Sukta - 12,Sukta,,Mantra,0
AtharvaVeda,20,13,NULL,Sukta - 13,Sukta,,Mantra,0
AtharvaVeda,20,14,NULL,Sukta - 14,Sukta,,Mantra,0
AtharvaVeda,20,15,NULL,Sukta - 15,Sukta,,Mantra,0
AtharvaVeda,20,16,NULL,Sukta - 16,Sukta,,Mantra,0
AtharvaVeda,20,17,NULL,Sukta - 17,Sukta,,Mantra,0
AtharvaVeda,20,18,NULL,Sukta - 18,Sukta,,Mantra,0
AtharvaVeda,20,19,NULL,Sukta - 19,Sukta,,Mantra,0
AtharvaVeda,20,20,NULL,Sukta - 20,Sukta,,Mantra,0
AtharvaVeda,20,21,NULL,Sukta - 21,Sukta,,Mantra,0
AtharvaVeda,20,22,NULL,Sukta - 22,Sukta,,Mantra,0
AtharvaVeda,20,23,NULL,Sukta - 23,Sukta,,Mantra,0
AtharvaVeda,20,24,NULL,Sukta - 24,Sukta,,Mantra,0
AtharvaVeda,20,25,NULL,Sukta - 25,Sukta,,Mantra,0
AtharvaVeda,20,26,NULL,Sukta - 26,Sukta,,Mantra,0
AtharvaVeda,20,27,NULL,Sukta - 27,Sukta,,Mantra,0
AtharvaVeda,20,28,NULL,Sukta - 28,Sukta,,Mantra,0
AtharvaVeda,20,29,NULL,Sukta - 29,Sukta,,Mantra,0
AtharvaVeda,20,30,NULL,Sukta - 30,Sukta,,Mantra,0
AtharvaVeda,20,31,NULL,Sukta - 31,Sukta,,Mantra,0
AtharvaVeda,20,32,NULL,Sukta - 32,Sukta,,Mantra,0
AtharvaVeda,20,33,NULL,Sukta - 33,Sukta,,Mantra,0
AtharvaVeda,20,34,NULL,Sukta - 34,Sukta,,Mantra,0
AtharvaVeda,20,35,NULL,Sukta - 35,Sukta,,Mantra,0
AtharvaVeda,20,36,NULL,Sukta - 36,Sukta,,Mantra,0
AtharvaVeda,20,37,NULL,Sukta - 37,Sukta,,Mantra,0
AtharvaVeda,20,38,NULL,Sukta - 38,Sukta,,Mantra,0
AtharvaVeda,20,39,NULL,Sukta - 39,Sukta,,Mantra,0
AtharvaVeda,20,40,NULL,Sukta - 40,Sukta,,Mantra,0
AtharvaVeda,20,41,NULL,Sukta - 41,Sukta,,Mantra,0
AtharvaVeda,20,42,NULL,Sukta - 42,Sukta,,Mantra,0
AtharvaVeda,20,43,NULL,Sukta - 43,Sukta,,Mantra,0
AtharvaVeda,20,44,NULL,Sukta - 44,Sukta,,Mantra,0
AtharvaVeda,20,45,NULL,Sukta - 45,Sukta,,Mantra,0
AtharvaVeda,20,46,NULL,Sukta - 46,Sukta,,Mantra,0
AtharvaVeda,20,47,NULL,Sukta - 47,Sukta,,Mantra,0
AtharvaVeda,20,48,NULL,Sukta - 48,Sukta,,Mantra,0
AtharvaVeda,20,49,NULL,Sukta - 49,Sukta,,Mantra,0
AtharvaVeda,20,50,NULL,Sukta - 50,Sukta,,Mantra,0
AtharvaVeda,20,51,NULL,Sukta - 51,Sukta,,Mantra,0
AtharvaVeda,20,52,NULL,Sukta - 52,Sukta,,Mantra,0
AtharvaVeda,20,53,NULL,Sukta - 53,Sukta,,Mantra,0
AtharvaVeda,20,54,NULL,Sukta - 54,Sukta,,Mantra,0
AtharvaVeda,20,55,NULL,Sukta - 55,Sukta,,Mantra,0
AtharvaVeda,20,56,NULL,Sukta - 56,Sukta,,Mantra,0
AtharvaVeda,20,57,NULL,Sukta - 57,Sukta,,Mantra,0
AtharvaVeda,20,58,NULL,Sukta - 58,Sukta,,Mantra,0
AtharvaVeda,20,59,NULL,Sukta - 59,Sukta,,Mantra,0
AtharvaVeda,20,60,NULL,Sukta - 60,Sukta,,Mantra,0
AtharvaVeda,20,61,NULL,Sukta - 61,Sukta,,Mantra,0
AtharvaVeda,20,62,NULL,Sukta - 62,Sukta,,Mantra,0
AtharvaVeda,20,63,NULL,Sukta - 63,Sukta,,Mantra,0
AtharvaVeda,20,64,NULL,Sukta - 64,Sukta,,Mantra,0
AtharvaVeda,20,65,NULL,Sukta - 65,Sukta,,Mantra,0
AtharvaVeda,20,66,NULL,Sukta - 66,Sukta,,Mantra,0
AtharvaVeda,20,67,NULL,Sukta - 67,Sukta,,Mantra,0
AtharvaVeda,20,68,NULL,Sukta - 68,Sukta,,Mantra,0
AtharvaVeda,20,69,NULL,Sukta - 69,Sukta,,Mantra,0
AtharvaVeda,20,70,NULL,Sukta - 70,Sukta,,Mantra,0
AtharvaVeda,20,71,NULL,Sukta - 71,Sukta,,Mantra,0
AtharvaVeda,20,72,NULL,Sukta - 72,Sukta,,Mantra,0
AtharvaVeda,20,73,NULL,Sukta - 73,Sukta,,Mantra,0
AtharvaVeda,20,74,NULL,Sukta - 74,Sukta,,Mantra,0
AtharvaVeda,20,75,NULL,Sukta - 75,Sukta,,Mantra,0
AtharvaVeda,20,76,NULL,Sukta - 76,Sukta,,Mantra,0
AtharvaVeda,20,77,NULL,Sukta - 77,Sukta,,Mantra,0
AtharvaVeda,20,78,NULL,Sukta - 78,Sukta,,Mantra,0
AtharvaVeda,20,79,NULL,Sukta - 79,Sukta,,Mantra,0
AtharvaVeda,20,80,NULL,Sukta - 80,Sukta,,Mantra,0
AtharvaVeda,20,81,NULL,Sukta - 81,Sukta,,Mantra,0
AtharvaVeda,20,82,NULL,Sukta - 82,Sukta,,Mantra,0
AtharvaVeda,20,83,NULL,Sukta - 83,Sukta,,Mantra,0
AtharvaVeda,20,84,NULL,Sukta - 84,Sukta,,Mantra,0
AtharvaVeda,20,85,NULL,Sukta - 85,Sukta,,Mantra,0
AtharvaVeda,20,86,NULL,Sukta - 86,Sukta,,Mantra,0
AtharvaVeda,20,87,NULL,Sukta - 87,Sukta,,Mantra,0
AtharvaVeda,20,88,NULL,Sukta - 88,Sukta,,Mantra,0
AtharvaVeda,20,89,NULL,Sukta - 89,Sukta,,Mantra,0
AtharvaVeda,20,90,NULL,Sukta - 90,Sukta,,Mantra,0
AtharvaVeda,20,91,NULL,Sukta - 91,Sukta,,Mantra,0
AtharvaVeda,20,92,NULL,Sukta - 92,Sukta,,Mantra,0
AtharvaVeda,20,93,NULL,Sukta - 93,Sukta,,Mantra,0
AtharvaVeda,20,94,NULL,Sukta - 94,Sukta,,Mantra,0
AtharvaVeda,20,95,NULL,Sukta - 95,Sukta,,Mantra,0
AtharvaVeda,20,96,NULL,Sukta - 96,Sukta,,Mantra,0
AtharvaVeda,20,97,NULL,Sukta - 97,Sukta,,Mantra,0
AtharvaVeda,20,98,NULL,Sukta - 98,Sukta,,Mantra,0
AtharvaVeda,20,99,NULL,Sukta - 99,Sukta,,Mantra,0
AtharvaVeda,20,100,NULL,Sukta - 100,Sukta,,Mantra,0
AtharvaVeda,20,101,NULL,Sukta - 101,Sukta,,Mantra,0
AtharvaVeda,20,102,NULL,Sukta - 102,Sukta,,Mantra,0
AtharvaVeda,20,103,NULL,Sukta - 103,Sukta,,Mantra,0
AtharvaVeda,20,104,NULL,Sukta - 104,Sukta,,Mantra,0
AtharvaVeda,20,105,NULL,Sukta - 105,Sukta,,Mantra,0
AtharvaVeda,20,106,NULL,Sukta - 106,Sukta,,Mantra,0
AtharvaVeda,20,107,NULL,Sukta - 107,Sukta,,Mantra,0
AtharvaVeda,20,108,NULL,Sukta - 108,Sukta,,Mantra,0
AtharvaVeda,20,109,NULL,Sukta - 109,Sukta,,Mantra,0
AtharvaVeda,20,110,NULL,Sukta - 110,Sukta,,Mantra,0
AtharvaVeda,20,111,NULL,Sukta - 111,Sukta,,Mantra,0
AtharvaVeda,20,112,NULL,Sukta - 112,Sukta,,Mantra,0
AtharvaVeda,20,113,NULL,Sukta - 113,Sukta,,Mantra,0
AtharvaVeda,20,114,NULL,Sukta - 114,Sukta,,Mantra,0
AtharvaVeda,20,115,NULL,Sukta - 115,Sukta,,Mantra,0
AtharvaVeda,20,116,NULL,Sukta - 116,Sukta,,Mantra,0
AtharvaVeda,20,117,NULL,Sukta - 117,Sukta,,Mantra,0
AtharvaVeda,20,118,NULL,Sukta - 118,Sukta,,Mantra,0
AtharvaVeda,20,119,NULL,Sukta - 119,Sukta,,Mantra,0
AtharvaVeda,20,120,NULL,Sukta - 120,Sukta,,Mantra,0
AtharvaVeda,20,121,NULL,Sukta - 121,Sukta,,Mantra,0
AtharvaVeda,20,122,NULL,Sukta - 122,Sukta,,Mantra,0
AtharvaVeda,20,123,NULL,Sukta - 123,Sukta,,Mantra,0
AtharvaVeda,20,124,NULL,Sukta - 124,Sukta,,Mantra,0
AtharvaVeda,20,125,NULL,Sukta - 125,Sukta,,Mantra,0
AtharvaVeda,20,126,NULL,Sukta - 126,Sukta,,Mantra,0
AtharvaVeda,20,127,NULL,Sukta - 127,Sukta,,Mantra,0
AtharvaVeda,20,128,NULL,Sukta - 128,Sukta,,Mantra,0
AtharvaVeda,20,129,NULL,Sukta - 129,Sukta,,Mantra,0
AtharvaVeda,20,130,NULL,Sukta - 130,Sukta,,Mantra,0
AtharvaVeda,20,131,NULL,Sukta - 131,Sukta,,Mantra,0
AtharvaVeda,20,132,NULL,Sukta - 132,Sukta,,Mantra,0
AtharvaVeda,20,133,NULL,Sukta - 133,Sukta,,Mantra,0
AtharvaVeda,20,134,NULL,Sukta - 134,Sukta,,Mantra,0
AtharvaVeda,20,135,NULL,Sukta - 135,Sukta,,Mantra,0
AtharvaVeda,20,136,NULL,Sukta - 136,Sukta,,Mantra,0
AtharvaVeda,20,137,NULL,Sukta - 137,Sukta,,Mantra,0
AtharvaVeda,20,138,NULL,Sukta - 138,Sukta,,Mantra,0
AtharvaVeda,20,139,NULL,Sukta - 139,Sukta,,Mantra,0
AtharvaVeda,20,140,NULL,Sukta - 140,Sukta,,Mantra,0
AtharvaVeda,20,141,NULL,Sukta - 141,Sukta,,Mantra,0
AtharvaVeda,20,142,NULL,Sukta - 142,Sukta,,Mantra,0
AtharvaVeda,20,143,NULL,Sukta - 143,Sukta,,Mantra,0
KrishnaYajurVeda,1,0,NULL,Kandah - 1,Kandah,"Kandah 1 has four important inner Yajnas namely Darshapurnamasa, Agnishtoma, Vajapeya and Rajasuya, the royal consecration. There are 8 Prapataka’s that are for new and full moon sacrifices, Soma sacrifice, rekindling of the Fire and the Rajasuya yajna",Prapatak,0
KrishnaYajurVeda,2,0,NULL,Kandah - 2,Kandah,"Kandah 2 is mainly Brahmana, dealing with Yajna’s, special sacrifices and some full moon sacrifices.",Prapatak,0
KrishnaYajurVeda,3,0,NULL,Kandah - 3,Kandah,"Kandah 3 is mainly a Brahmana, dealing with Yajna’s, Supplement to the Soma sacrifice and Optional and Occasional offerings",Prapatak,0
KrishnaYajurVeda,4,0,NULL,Kandah - 4,Kandah,"Kandah 4 is perhaps the most important one among the 7 Kandah’s. It contains the famous Litany Rudra, the shatarudriya. Its glory is praised in many Upanishads. It is an excellent exposition of the principle and practice of the inner yajna or internal yajna for attaining overall spiritual progress.",Prapatak,0
KrishnaYajurVeda,5,0,NULL,Kandah - 5,Kandah,"Kandah 5, preparation of the fire altar, placing of the fire in the fire-pan and some parts deal with Ashvamedha yajna.",Prapatak,0
KrishnaYajurVeda,6,0,NULL,Kandah - 6,Kandah,Kandah 6 deals with exposition of the Soma sacrifice and exposition of the Dakshina and other offerings. ,Prapatak,0
KrishnaYajurVeda,7,0,NULL,Kandah - 7,Kandah,"Kandah 7 is mainly Brahmana dealing with yajna’s (e.g., Ashvamedha yagna) or mantras.",Prapatak,0
KrishnaYajurVeda,1,1,NULL,Prapatak -1 ,Prapatak,"This describes the darshapurnamasau which is a brief and simple yajna perfomed on new moon and full moon days.
",Anuvak,0
KrishnaYajurVeda,1,2,NULL,Prapatak -2,Prapatak,"This and next prapathakas, constiture the famous Agnishotama yaga for the deities Agni and Soma. For the ritualists this yajna involves animal sacrifice but the text itself does not mention the killing of animal explicitly. ",Anuvak,0
KrishnaYajurVeda,1,3,NULL,Prapatak -3,Prapatak,Continuation of Agnishotama yaga for the deities Agni and Soma.,Anuvak,0
KrishnaYajurVeda,1,4,NULL,Prapatak -4,Prapatak,Continuation of Agnishotama yaga for the deities Agni and Soma.,Anuvak,0
KrishnaYajurVeda,1,5,NULL,Prapatak -5,Prapatak,This Prapatak has over 55 mantras from the Rigveda,Anuvak,0
KrishnaYajurVeda,1,6,NULL,Prapatak -6,Prapatak,"This Prapatak offers several details on the inner yajna occurring in our subtle body
",Anuvak,0
KrishnaYajurVeda,1,7,NULL,Prapatak -7,Prapatak,"This Prapatak deals with the Vajapeya yajna whose aim is the protection (peya) of the penitude of the life-force (vaja). Vajapeya is the highest form of soma Yajna, involving the pressing of Soma""",,
,,,,,,,,
 which demanded immense man,,,,,,,,
Anuvak,0,,,,,,,
KrishnaYajurVeda,1,8,NULL,Prapatak -8,Prapatak,"This deals with Rajasuya yajna. This grand Vedic ceremony is a testament to the spiritual and temporal authority of a king, showcasing his prowess and dominion over his realm. In addition to being an external rite, the king will obtain the full powers only when he meditates and invokes the Divine.",Anuvak,0
KrishnaYajurVeda,2,1,NULL,Prapatak -1 ,Prapatak,,Anuvak,0
KrishnaYajurVeda,2,2,NULL,Prapatak -2,Prapatak,,Anuvak,0
KrishnaYajurVeda,2,3,NULL,Prapatak -3,Prapatak,,Anuvak,0
KrishnaYajurVeda,2,4,NULL,Prapatak -4,Prapatak,,Anuvak,0
KrishnaYajurVeda,2,5,NULL,Prapatak -5,Prapatak,,Anuvak,0
KrishnaYajurVeda,2,6,NULL,Prapatak -6,Prapatak,,Anuvak,0
KrishnaYajurVeda,3,1,NULL,Prapatak -1 ,Prapatak,,Anuvak,0
KrishnaYajurVeda,3,2,NULL,Prapatak -2,Prapatak,,Anuvak,0
KrishnaYajurVeda,3,3,NULL,Prapatak -3,Prapatak,,Anuvak,0
KrishnaYajurVeda,3,4,NULL,Prapatak -4,Prapatak,,Anuvak,0
KrishnaYajurVeda,3,5,NULL,Prapatak -5,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,1,NULL,Prapatak -1 ,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,2,NULL,Prapatak -2,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,3,NULL,Prapatak -3,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,4,NULL,Prapatak -4,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,5,NULL,Prapatak -5,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,6,NULL,Prapatak -6,Prapatak,,Anuvak,0
KrishnaYajurVeda,4,7,NULL,Prapatak -7,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,1,NULL,Prapatak -1 ,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,2,NULL,Prapatak -2,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,3,NULL,Prapatak -3,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,4,NULL,Prapatak -4,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,5,NULL,Prapatak -5,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,6,NULL,Prapatak -6,Prapatak,,Anuvak,0
KrishnaYajurVeda,5,7,NULL,Prapatak -7,Prapatak,,Anuvak,0
KrishnaYajurVeda,6,1,NULL,Prapatak -1 ,Prapatak,,Anuvak,0
KrishnaYajurVeda,6,2,NULL,Prapatak -2,Prapatak,,Anuvak,0
KrishnaYajurVeda,6,3,NULL,Prapatak -3,Prapatak,,Anuvak,0
KrishnaYajurVeda,6,4,NULL,Prapatak -4,Prapatak,,Anuvak,0
KrishnaYajurVeda,6,5,NULL,Prapatak -5,Prapatak,,Anuvak,0
KrishnaYajurVeda,6,6,NULL,Prapatak -6,Prapatak,,Anuvak,0
KrishnaYajurVeda,7,1,NULL,Prapatak -1 ,Prapatak,,Anuvak,0
KrishnaYajurVeda,7,2,NULL,Prapatak -2,Prapatak,,Anuvak,0
KrishnaYajurVeda,7,3,NULL,Prapatak -3,Prapatak,,Anuvak,0
KrishnaYajurVeda,7,4,NULL,Prapatak -4,Prapatak,,Anuvak,0
KrishnaYajurVeda,7,5,NULL,Prapatak -5,Prapatak,,Anuvak,0
KrishnaYajurVeda,1,1,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,12,Anuvak -12,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,13,Anuvak -13,Anuvak,,Mantra,0
KrishnaYajurVeda,1,1,14,Anuvak -14,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,12,Anuvak -12,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,13,Anuvak -13,Anuvak,,Mantra,0
KrishnaYajurVeda,1,2,14,Anuvak -14,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,12,Anuvak -12,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,13,Anuvak -13,Anuvak,,Mantra,0
KrishnaYajurVeda,1,3,14,Anuvak -14,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,12,Anuvak -12,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,13,Anuvak -13,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,14,Anuvak -14,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,15,Anuvak -15,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,16,Anuvak -16,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,17,Anuvak -17,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,18,Anuvak -18,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,19,Anuvak -19,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,20,Anuvak -20,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,21,Anuvak -21,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,22,Anuvak -22,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,23,Anuvak -23,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,24,Anuvak -24,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,25,Anuvak -25,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,26,Anuvak -26,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,27,Anuvak -27,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,28,Anuvak -28,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,29,Anuvak -29,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,30,Anuvak -30,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,31,Anuvak -31,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,32,Anuvak -32,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,33,Anuvak -33,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,34,Anuvak -34,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,35,Anuvak -35,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,36,Anuvak -36,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,37,Anuvak -37,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,38,Anuvak -38,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,39,Anuvak -39,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,40,Anuvak -40,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,41,Anuvak -41,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,42,Anuvak -42,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,43,Anuvak -43,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,44,Anuvak -44,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,45,Anuvak -45,Anuvak,,Mantra,0
KrishnaYajurVeda,1,4,46,Anuvak -46,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,5,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,6,12,Anuvak -12,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,12,Anuvak -12,Anuvak,,Mantra,0
KrishnaYajurVeda,1,7,13,Anuvak -13,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,1,Anuvak -1,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,2,Anuvak -2,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,3,Anuvak -3,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,4,Anuvak -4,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,5,Anuvak -5,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,6,Anuvak -6,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,7,Anuvak -7,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,8,Anuvak -8,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,9,Anuvak -9,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,10,Anuvak -10,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,11,Anuvak -11,Anuvak,,Mantra,0
KrishnaYajurVeda,1,8,12,Anuvak -12,Anuvak,,Mantra,0
